ID,Call Failure,Complains,Subscription  Length,Charge Amount,Seconds of Use,Freq. of use,Freq. of SMS,Distinct Called Numbers,Age Group,Plan,Status,Age,Customer Value,Churn
1113,29,no,36,3,15365,229,51,30,3,pre-paid,active,30,827.76,yes
1114,8,no,36,1,3320,31,480,6,3,pre-paid,active,30,2054.04,yes
1115,13,no,35,1,15710,186,147,28,2,pre-paid,active,25,1376.82,yes
1116,7,no,35,1,6725,90,183,24,3,pre-paid,active,30,1004.6,yes
1117,5,no,35,0,1100,18,7,9,2,pre-paid,not-active,25,81.81,yes
1118,6,no,36,0,935,18,10,6,3,pre-paid,not-active,30,78.12,yes
1119,5,no,35,0,305,6,7,2,2,pre-paid,not-active,25,45.495,no
1120,7,no,35,1,7733,131,381,41,3,pre-paid,active,30,1838.56,yes
1121,11,no,35,1,11690,158,8,45,4,pre-paid,active,45,316.2,yes
1122,12,no,35,1,6943,79,105,35,2,pre-paid,active,25,788.49,yes
1123,27,yes,31,0,1180,51,13,15,3,pre-paid,not-active,30,101.24,no
1124,25,no,34,8,10660,97,7,40,5,pre-paid,active,55,171.855,yes
1125,17,no,34,1,6043,102,23,22,2,pre-paid,active,25,380.025,yes
1126,5,no,32,1,3065,26,7,12,3,pre-paid,active,30,151.64,yes
1127,13,yes,33,0,3215,45,7,14,3,pre-paid,not-active,30,158.4,no
1128,13,yes,34,0,2493,48,31,29,3,pre-paid,not-active,30,225.64,no
1129,5,no,34,0,305,6,7,2,3,pre-paid,not-active,30,40.44,no
1130,5,no,34,1,1893,29,7,4,4,pre-paid,active,45,65.55,yes
1131,7,no,31,1,7010,101,11,20,5,pre-paid,active,55,123.165,yes
1132,5,no,34,0,305,6,7,2,4,pre-paid,not-active,45,25.275,no
1133,5,no,34,1,305,6,7,2,5,pre-paid,active,55,15.165,yes
1134,29,no,29,3,16300,242,7,78,2,pre-paid,active,25,775.89,yes
1135,10,no,32,3,7190,120,268,31,3,post-paid,active,30,1364.4,yes
1136,6,no,34,1,3943,86,7,26,3,pre-paid,active,30,189.16,yes
1137,7,no,33,0,1890,48,35,18,3,pre-paid,not-active,30,217.52,yes
1138,10,no,34,1,3005,57,172,21,2,pre-paid,active,25,911.79,yes
1139,8,no,25,1,1540,40,190,9,3,post-paid,active,30,823.2,yes
1140,8,no,24,1,1793,43,27,66,4,pre-paid,active,45,113.4,yes
1141,15,no,25,0,925,29,7,5,3,pre-paid,not-active,30,66.16,yes
1142,5,no,24,0,305,6,18,2,4,pre-paid,not-active,45,52.775,yes
1143,14,no,23,1,1450,36,16,11,2,pre-paid,active,25,138.87,yes
1144,6,no,23,1,3450,65,7,21,3,pre-paid,active,30,168.6,yes
1145,6,no,16,1,1920,30,25,12,2,pre-paid,active,25,200.25,yes
1146,20,no,15,1,6618,145,82,40,2,post-paid,active,25,673.335,yes
1147,16,no,13,1,9158,175,70,38,5,pre-paid,active,55,244.995,yes
1148,12,no,14,3,3078,49,28,17,3,pre-paid,active,30,237.08,yes
1149,6,no,7,1,4615,44,212,8,3,pre-paid,active,30,1034.36,yes
1150,7,yes,7,1,1713,23,7,5,3,pre-paid,active,30,97.44,no
1151,18,no,46,2,4935,87,27,25,3,pre-paid,active,30,308.88,yes
1152,10,no,47,0,883,21,29,12,3,pre-paid,not-active,30,152.16,yes
1153,20,no,45,2,3018,76,381,32,3,pre-paid,active,30,1647.76,yes
1154,20,no,46,2,4763,82,23,43,1,pre-paid,active,15,392.975,yes
1155,13,no,46,2,2958,74,24,41,2,pre-paid,active,25,244.44,yes
1156,21,no,46,3,4340,98,54,36,3,pre-paid,active,30,393.52,yes
1157,14,no,46,2,2925,55,307,26,4,pre-paid,active,45,842,yes
1158,23,no,45,4,9680,137,166,51,3,pre-paid,active,30,1056.68,yes
1159,17,no,46,2,14338,185,22,52,3,pre-paid,active,30,668.92,yes
1160,17,no,46,3,5080,99,24,33,4,pre-paid,active,45,189.475,yes
1161,16,no,46,2,6483,111,29,20,3,pre-paid,active,30,379.76,yes
1162,19,no,46,0,2803,70,30,25,4,pre-paid,not-active,45,146.825,yes
1163,35,no,46,5,15705,241,76,40,3,pre-paid,active,30,941.84,yes
1164,14,no,46,3,3660,43,505,16,4,pre-paid,active,45,1355.075,yes
1165,19,no,45,2,16050,198,172,38,2,pre-paid,active,25,1505.16,yes
1166,13,no,45,3,7065,102,208,34,4,pre-paid,active,45,699.175,yes
1167,10,no,45,0,1440,30,22,19,3,pre-paid,not-active,30,146.8,yes
1168,12,no,46,0,1275,30,35,16,3,pre-paid,not-active,30,192.2,yes
1169,10,no,45,0,565,16,22,8,3,pre-paid,not-active,30,111.24,no
1170,13,no,45,2,8073,143,406,51,3,pre-paid,active,30,1952.64,yes
1171,17,no,45,3,12030,170,33,55,4,pre-paid,active,45,387.5,yes
1172,18,no,45,3,7283,91,130,45,2,pre-paid,active,25,916.83,yes
1173,33,yes,41,0,1520,63,38,25,3,pre-paid,not-active,30,215.32,no
1174,31,no,44,10,11000,109,23,50,5,pre-paid,active,55,201.135,yes
1175,23,no,44,3,6383,114,48,32,3,pre-paid,active,30,451.88,yes
1176,11,no,42,2,3405,38,22,22,4,pre-paid,active,45,141.075,yes
1177,19,yes,43,0,3555,57,31,24,3,pre-paid,not-active,30,268.48,no
1178,19,yes,44,0,2833,60,56,39,4,pre-paid,not-active,45,212.325,no
1179,10,no,44,0,698,18,22,10,3,pre-paid,not-active,30,116.64,no
1180,11,no,44,2,2233,41,22,14,4,pre-paid,active,45,111.85,yes
1181,13,no,41,3,7350,113,36,30,5,pre-paid,active,55,165.945,yes
1182,10,yes,44,0,1193,23,31,12,4,pre-paid,not-active,45,107.9,no
1183,10,no,44,3,903,20,26,10,5,pre-paid,active,55,52.845,yes
1184,35,no,39,5,16640,254,22,88,2,post-paid,active,25,859.23,yes
1185,16,yes,42,5,7530,132,293,41,3,post-paid,active,30,1478.48,yes
1186,12,no,44,2,4283,98,24,36,3,pre-paid,active,30,271.24,yes
1187,13,no,43,0,2230,60,60,28,4,pre-paid,not-active,45,207.25,yes
1188,16,no,44,2,3345,69,197,31,2,pre-paid,active,25,1040.13,yes
1189,14,no,35,3,1880,52,215,19,3,post-paid,active,30,937.28,yes
1190,14,no,34,2,2133,55,52,76,5,pre-paid,active,55,110.82,yes
1191,21,no,35,0,1265,41,32,15,3,pre-paid,not-active,30,180.24,yes
1192,10,no,34,0,1390,26,43,11,4,pre-paid,not-active,45,142.9,yes
1193,20,no,33,2,1790,48,41,21,2,pre-paid,active,25,267.21,yes
1194,12,no,33,2,3790,77,30,31,4,pre-paid,active,45,171.675,yes
1195,12,no,26,2,2260,42,50,22,3,pre-paid,active,30,292.08,yes
1196,26,no,25,3,6958,157,107,50,2,post-paid,active,25,801.675,yes
1197,22,no,23,2,9498,187,95,48,5,pre-paid,active,55,287.775,yes
1198,18,no,24,5,3418,61,53,27,4,post-paid,active,45,219.475,yes
1199,12,no,17,3,4955,56,237,18,3,pre-paid,active,30,1148.44,yes
1200,13,no,17,3,2053,35,22,15,3,pre-paid,active,30,171.52,no
1201,8,no,34,1,4415,67,7,13,3,pre-paid,active,30,207.28,yes
1202,5,no,35,0,305,6,7,2,2,pre-paid,not-active,25,45.495,yes
1203,10,no,33,1,2498,56,351,20,3,pre-paid,active,30,1506.16,yes
1204,10,no,34,1,4243,62,7,31,2,pre-paid,active,25,225.225,yes
1205,5,no,34,1,2438,54,7,29,1,pre-paid,active,15,175.56,yes
1206,11,no,34,1,3820,78,24,24,3,pre-paid,active,30,251.92,yes
1207,5,no,34,1,2405,35,277,14,3,pre-paid,active,30,1205.6,yes
1208,13,no,33,2,9160,117,136,39,3,pre-paid,active,30,915.08,yes
1209,7,no,34,1,13818,165,7,40,3,pre-paid,active,30,587.32,yes
1210,7,no,34,1,4560,79,7,21,3,pre-paid,active,30,213.56,yes
1211,6,no,34,1,5963,91,7,8,3,pre-paid,active,30,270.16,yes
1212,9,no,34,0,2283,50,7,13,3,pre-paid,not-active,30,121.32,yes
1213,25,no,34,3,15185,221,46,28,3,pre-paid,active,30,800.24,yes
1214,5,no,34,1,3140,23,475,4,3,pre-paid,active,30,2026.52,yes
1215,9,no,33,1,15530,178,142,26,2,pre-paid,active,25,1345.86,yes
1216,5,no,33,1,6545,82,178,22,3,pre-paid,active,30,977.08,yes
1217,5,no,33,0,920,10,7,7,2,pre-paid,not-active,25,73.35,yes
1218,5,no,34,0,755,10,7,4,3,pre-paid,not-active,30,58.6,yes
1219,5,no,33,0,305,6,7,2,2,pre-paid,not-active,25,45.495,no
1220,5,no,33,1,7553,123,376,39,2,pre-paid,active,25,2037.42,yes
1221,7,no,33,1,11510,150,7,43,4,pre-paid,active,45,309,yes
1222,8,no,33,1,6763,71,100,33,2,pre-paid,active,25,757.53,yes
1223,23,no,29,0,1000,43,8,13,2,pre-paid,not-active,25,82.935,no
1224,21,no,32,8,10480,89,7,38,5,pre-paid,active,55,169.035,yes
1225,13,no,32,1,5863,94,18,20,2,pre-paid,active,25,349.065,no
1226,5,no,30,1,2885,18,7,10,3,pre-paid,active,30,144.12,yes
1227,9,no,31,0,3035,37,7,12,3,pre-paid,not-active,30,150.88,no
1228,9,yes,32,0,2313,40,26,27,3,pre-paid,not-active,30,198.12,no
1229,5,no,32,0,305,6,7,2,3,pre-paid,not-active,30,40.44,no
1230,5,no,32,1,305,6,7,2,3,pre-paid,active,30,40.44,yes
1231,5,no,29,1,6830,93,7,18,5,pre-paid,active,55,114.345,yes
1232,5,no,32,0,305,6,7,2,4,pre-paid,not-active,45,25.275,no
1233,5,no,32,1,305,6,7,2,5,pre-paid,active,55,15.165,no
1234,25,no,27,3,16120,234,7,76,2,pre-paid,active,25,767.43,yes
1235,6,no,30,3,7010,112,263,29,2,post-paid,active,25,1503.99,yes
1236,5,no,32,1,3763,78,7,24,2,pre-paid,active,25,204.345,yes
1237,5,no,31,0,1710,40,30,16,3,pre-paid,not-active,30,190,yes
1238,6,no,32,1,2825,49,167,19,2,pre-paid,active,25,880.83,yes
1239,5,no,23,1,1360,32,185,7,2,post-paid,active,25,895.14,yes
1240,5,no,22,1,1613,35,22,64,4,pre-paid,active,45,96.2,yes
1241,11,no,23,0,745,21,7,3,2,pre-paid,not-active,25,65.97,yes
1242,5,no,22,0,305,6,13,2,4,pre-paid,not-active,45,40.275,yes
1243,10,no,21,1,1270,28,11,9,2,pre-paid,active,25,107.91,yes
1244,5,no,21,1,3270,57,7,19,3,pre-paid,active,30,161.08,yes
1245,5,no,14,1,1740,22,20,10,2,pre-paid,active,25,169.29,yes
1246,16,no,13,1,6438,137,77,38,2,post-paid,active,25,642.375,yes
1247,12,no,11,1,8978,167,65,36,4,pre-paid,active,45,391.125,yes
1248,8,no,12,3,2898,41,23,15,3,pre-paid,active,30,209.56,yes
1249,5,no,5,1,4435,36,207,6,3,pre-paid,active,30,1006.84,yes
1250,5,yes,5,0,1533,15,7,3,3,pre-paid,active,30,89.92,no
1251,15,no,43,1,4855,85,23,24,3,pre-paid,active,30,289.6,yes
1252,7,no,44,0,803,19,25,11,3,pre-paid,not-active,30,132.88,yes
1253,17,no,42,1,2938,74,377,31,3,pre-paid,active,30,1628.48,yes
1254,17,no,43,1,4683,80,19,42,1,pre-paid,active,15,366.465,yes
1255,10,no,43,1,2878,72,20,40,2,pre-paid,active,25,222.75,yes
1256,18,no,43,2,4260,96,50,35,3,pre-paid,active,30,374.24,yes
1257,11,no,43,1,2845,53,303,25,3,pre-paid,active,30,1327.92,yes
1258,20,no,42,3,9600,135,162,50,3,pre-paid,active,30,1037.4,yes
1259,14,no,43,1,14258,183,18,51,3,pre-paid,active,30,649.64,yes
1260,14,no,43,2,5000,97,20,32,3,pre-paid,active,30,283.88,yes
1261,13,no,43,1,6403,109,25,19,3,pre-paid,active,30,360.48,yes
1262,16,yes,43,0,2723,68,26,24,3,pre-paid,not-active,30,215.64,yes
1263,32,no,43,4,15625,239,72,39,3,pre-paid,active,30,922.56,yes
1264,11,no,43,2,3580,41,501,15,3,pre-paid,active,30,2148.84,yes
1265,16,no,42,1,15970,196,168,37,2,pre-paid,active,25,1483.47,yes
1266,10,no,42,2,6985,100,204,33,3,pre-paid,active,30,1099.4,yes
1267,7,no,42,0,1360,28,18,18,2,pre-paid,not-active,25,143.46,yes
1268,9,no,43,0,1195,28,31,15,3,pre-paid,not-active,30,172.92,yes
1269,7,no,42,0,485,14,18,7,2,pre-paid,not-active,25,103.455,no
1270,10,no,42,1,7993,141,402,50,3,pre-paid,active,30,1933.36,yes
1271,14,no,42,2,11950,168,29,54,4,pre-paid,active,45,375.45,yes
1272,15,no,42,2,7203,89,126,44,2,pre-paid,active,25,895.14,yes
1273,30,no,38,0,1440,61,34,24,3,pre-paid,not-active,30,196.04,no
1274,28,no,41,9,10920,107,19,49,5,post-paid,active,55,193.905,yes
1275,20,no,41,2,6303,112,44,31,2,pre-paid,active,25,486.675,yes
1276,8,no,39,1,3325,36,18,21,3,pre-paid,active,30,206.44,yes
1277,16,yes,40,0,3475,55,27,23,3,pre-paid,not-active,30,249.2,no
1278,16,yes,41,0,2753,58,52,38,4,pre-paid,not-active,45,200.275,no
1279,7,yes,41,0,618,16,18,9,3,pre-paid,not-active,30,97.36,no
1280,8,no,41,1,2153,39,18,13,4,pre-paid,active,45,99.8,yes
1281,10,no,38,2,7270,111,32,29,5,pre-paid,active,55,158.715,yes
1282,7,no,41,0,1113,21,27,11,4,pre-paid,not-active,45,95.85,no
1283,7,no,41,2,823,18,22,9,5,pre-paid,active,55,45.615,yes
1284,32,yes,36,4,16560,252,18,87,2,post-paid,active,25,837.54,yes
1285,13,no,39,4,7450,130,289,40,3,post-paid,active,30,1459.2,yes
1286,9,no,41,1,4203,96,20,35,3,pre-paid,active,30,251.96,yes
1287,10,no,40,0,2150,58,56,27,3,pre-paid,not-active,30,312.32,yes
1288,13,no,41,1,3265,67,193,30,2,pre-paid,active,25,1018.44,yes
1289,11,no,32,2,1800,50,211,18,3,post-paid,active,30,918,yes
1290,11,no,31,1,2053,53,48,75,5,pre-paid,active,55,103.59,yes
1291,18,no,32,0,1185,39,28,14,3,pre-paid,not-active,30,160.96,yes
1292,7,no,31,0,1310,24,39,10,4,pre-paid,not-active,45,130.85,yes
1293,17,no,30,1,1710,46,37,20,2,pre-paid,active,25,245.52,yes
1294,9,no,30,1,3710,75,26,30,3,pre-paid,active,30,255.4,yes
1295,9,no,23,1,2180,40,46,21,3,pre-paid,active,30,272.8,yes
1296,23,no,22,2,6878,155,103,49,2,post-paid,active,25,779.985,yes
1297,19,no,20,1,9418,185,91,47,5,pre-paid,active,55,280.545,yes
1298,15,no,21,4,3338,59,49,26,3,pre-paid,active,30,331.88,yes
1299,9,no,14,2,4875,54,233,17,3,pre-paid,active,30,1129.16,yes
1300,10,no,14,2,1973,33,18,14,3,pre-paid,active,30,152.24,no
1301,11,no,37,1,4495,69,7,14,3,pre-paid,active,30,210.56,yes
1302,5,no,38,0,305,6,7,2,3,pre-paid,not-active,30,40.44,yes
1303,13,no,36,1,2578,58,355,21,3,pre-paid,active,30,1525.44,yes
1304,13,no,37,1,4323,64,7,32,1,pre-paid,active,15,279.785,yes
1305,6,no,37,1,2518,56,7,30,2,pre-paid,active,25,147.33,yes
1306,14,no,37,2,3900,80,28,25,3,pre-paid,active,30,271.2,yes
1307,7,no,37,1,2485,37,281,15,3,pre-paid,active,30,1224.88,yes
1308,16,no,36,3,9240,119,140,40,3,pre-paid,active,30,934.36,yes
1309,10,no,37,1,13898,167,7,41,3,pre-paid,active,30,590.6,yes
1310,10,no,37,2,4640,81,7,22,3,pre-paid,active,30,216.84,yes
1311,9,no,37,1,6043,93,7,9,3,pre-paid,active,30,273.44,yes
1312,12,no,37,0,2363,52,7,14,3,pre-paid,not-active,30,124.6,yes
1313,28,no,37,4,15265,223,50,29,3,post-paid,active,30,819.52,yes
1314,7,no,37,2,3220,25,479,5,3,pre-paid,active,30,2045.8,yes
1315,12,no,36,1,15610,180,146,27,2,pre-paid,active,25,1367.55,yes
1316,6,no,36,2,6625,84,182,23,3,pre-paid,active,30,996.36,yes
1317,5,no,36,0,1000,12,7,8,2,pre-paid,not-active,25,77.04,yes
1318,5,no,37,0,835,12,9,5,3,pre-paid,not-active,30,69.88,yes
1319,5,no,36,0,305,6,7,2,2,pre-paid,not-active,25,45.495,no
1320,6,no,36,1,7633,125,380,40,3,pre-paid,active,30,1830.32,yes
1321,10,no,36,2,11590,152,7,44,4,pre-paid,active,45,311.05,yes
1322,11,no,36,2,6843,73,104,34,2,pre-paid,active,25,779.22,yes
1323,26,yes,32,0,1080,45,12,14,3,pre-paid,not-active,30,93,no
1324,24,no,35,9,10560,91,7,39,5,pre-paid,active,55,170.265,yes
1325,16,no,35,2,5943,96,22,21,2,pre-paid,active,25,370.755,no
1326,5,no,33,1,2965,20,7,11,3,pre-paid,active,30,147.4,yes
1327,12,yes,34,0,3115,39,7,13,3,pre-paid,not-active,30,154.16,no
1328,12,no,35,0,2393,42,30,28,4,pre-paid,not-active,45,135.875,no
1329,5,yes,35,0,305,6,7,2,3,pre-paid,not-active,30,40.44,no
1330,5,no,35,1,1793,23,7,3,4,pre-paid,active,45,62.9,yes
1331,6,no,32,2,6910,95,10,19,5,pre-paid,active,55,120.075,yes
1332,5,no,35,0,305,6,7,2,4,pre-paid,not-active,45,25.275,no
1333,5,no,35,1,305,6,7,2,5,pre-paid,active,55,15.165,yes
1334,28,no,30,4,16200,236,7,77,2,post-paid,active,25,771.12,yes
1335,9,no,33,4,7090,114,267,30,3,post-paid,active,30,1356.16,yes
1336,5,no,35,1,3843,80,7,25,3,pre-paid,active,30,184.92,yes
1337,6,no,34,0,1790,42,34,17,3,pre-paid,not-active,30,209.28,yes
1338,9,no,35,1,2905,51,171,20,2,pre-paid,active,25,902.52,yes
1339,7,no,26,2,1440,34,189,8,3,post-paid,active,30,814.96,yes
1340,7,no,25,1,1693,37,26,65,5,pre-paid,active,55,64.95,yes
1341,14,no,26,0,825,23,7,4,3,pre-paid,not-active,30,61.92,yes
1342,5,no,25,0,305,6,17,2,4,pre-paid,not-active,45,50.275,yes
1343,13,no,24,1,1350,30,15,10,2,pre-paid,active,25,129.6,yes
1344,5,no,24,1,3350,59,7,20,3,pre-paid,active,30,164.36,yes
1345,5,no,17,1,1820,24,24,11,3,pre-paid,active,30,169.76,yes
1346,19,no,16,2,6518,139,81,39,2,post-paid,active,25,664.065,yes
1347,15,no,14,1,9058,169,69,37,5,pre-paid,active,55,241.905,yes
1348,11,no,15,4,2978,43,27,16,3,pre-paid,active,30,228.84,yes
1349,5,no,8,2,4515,38,211,7,3,pre-paid,active,30,1026.12,yes
1350,6,yes,8,2,1613,17,7,4,3,pre-paid,active,30,93.2,no
1351,17,no,40,3,5275,87,33,34,3,pre-paid,active,30,346.48,yes
1352,9,no,41,0,1223,21,35,21,3,pre-paid,not-active,30,189.76,yes
1353,19,no,39,3,3358,76,387,41,3,pre-paid,active,30,1685.36,yes
1354,19,no,40,3,5103,82,29,52,1,pre-paid,active,15,444.675,yes
1355,12,no,40,3,3298,74,30,50,2,pre-paid,active,25,286.74,yes
1356,20,no,40,4,4680,98,60,45,3,pre-paid,active,30,431.12,yes
1357,13,no,40,3,3265,55,313,35,4,pre-paid,active,45,865.5,yes
1358,22,yes,39,5,10020,137,172,60,3,pre-paid,active,30,1094.28,yes
1359,16,no,40,3,14678,185,28,61,3,pre-paid,active,30,706.52,yes
1360,16,no,40,4,5420,99,30,42,3,pre-paid,active,30,340.76,yes
1361,15,no,40,3,6823,111,35,29,3,pre-paid,active,30,417.36,yes
1362,18,no,40,0,3143,70,36,34,3,pre-paid,not-active,30,272.52,yes
1363,34,yes,40,6,16045,241,82,49,3,post-paid,active,30,979.44,yes
1364,13,no,40,4,4000,43,511,25,4,pre-paid,active,45,1378.575,yes
1365,18,no,39,3,16390,198,178,47,2,pre-paid,active,25,1547.46,yes
1366,12,no,39,4,7405,102,214,43,3,pre-paid,active,30,1156.28,yes
1367,9,no,39,0,1780,30,28,28,2,pre-paid,not-active,25,207.45,yes
1368,11,no,40,0,1615,30,41,25,3,pre-paid,not-active,30,229.8,yes
1369,9,yes,39,0,905,16,28,17,2,pre-paid,not-active,25,167.445,no
1370,12,no,39,3,8413,143,412,60,3,pre-paid,active,30,1990.24,yes
1371,16,no,39,4,12370,170,39,64,4,pre-paid,active,45,411,yes
1372,17,no,39,4,7623,91,136,54,2,post-paid,active,25,959.13,yes
1373,32,yes,35,0,1860,63,44,34,3,pre-paid,not-active,30,252.92,no
1374,30,no,38,1,11340,109,29,59,5,pre-paid,active,55,215.235,yes
1375,22,no,38,4,6723,114,54,41,3,pre-paid,active,30,489.48,yes
1376,10,no,36,3,3745,38,28,31,3,pre-paid,active,30,263.32,yes
1377,18,yes,37,0,3895,57,37,33,3,pre-paid,not-active,30,306.08,no
1378,18,no,38,0,3173,60,62,48,4,pre-paid,not-active,45,235.825,no
1379,9,no,38,0,1038,18,28,19,3,pre-paid,not-active,30,154.24,no
1380,10,no,38,3,2573,41,28,23,4,pre-paid,active,45,135.35,yes
1381,12,no,35,4,7690,113,42,39,5,pre-paid,active,55,180.045,yes
1382,9,no,38,0,1533,23,37,21,4,pre-paid,not-active,45,131.4,no
1383,9,no,38,4,1243,20,32,19,5,pre-paid,active,55,66.945,yes
1384,34,no,33,6,16980,254,28,97,2,post-paid,active,25,901.53,yes
1385,15,no,36,6,7870,132,299,50,3,post-paid,active,30,1516.08,yes
1386,11,no,38,3,4623,98,30,45,3,pre-paid,active,30,308.84,yes
1387,12,yes,37,0,2570,60,66,37,4,pre-paid,not-active,45,230.75,no
1388,15,no,38,3,3685,69,203,40,2,pre-paid,active,25,1082.43,yes
1389,13,no,29,4,2220,52,221,28,3,post-paid,active,30,974.88,yes
1390,13,no,28,3,2473,55,58,85,5,pre-paid,active,55,124.92,yes
1391,20,no,29,0,1605,41,38,24,3,pre-paid,not-active,30,217.84,yes
1392,9,no,28,0,1730,26,49,20,4,pre-paid,not-active,45,166.4,yes
1393,19,no,27,3,2130,48,47,30,2,pre-paid,active,25,309.51,yes
1394,11,no,27,3,4130,77,36,40,3,pre-paid,active,30,312.28,yes
1395,11,no,20,3,2600,42,56,31,3,pre-paid,active,30,329.68,yes
1396,25,no,19,4,7298,157,113,59,2,post-paid,active,25,843.975,yes
1397,21,no,17,3,9838,187,101,57,5,pre-paid,active,55,301.875,yes
1398,17,no,18,6,3758,61,59,36,3,post-paid,active,30,388.76,yes
1399,11,no,11,4,5295,56,243,27,3,post-paid,active,30,1186.04,yes
1400,12,yes,11,4,2393,35,28,24,3,pre-paid,active,30,209.12,no
1401,9,no,40,0,4075,67,7,4,3,pre-paid,active,30,193.68,yes
1402,5,no,41,0,305,6,7,2,3,pre-paid,not-active,30,40.44,yes
1403,11,no,39,0,2158,56,345,11,3,pre-paid,active,30,1468.56,yes
1404,11,no,40,0,3903,62,7,22,1,pre-paid,active,15,256.575,yes
1405,5,no,40,0,2098,54,7,20,2,pre-paid,active,25,128.34,yes
1406,12,no,40,0,3480,78,18,15,3,pre-paid,active,30,214.32,yes
1407,5,no,40,0,2065,35,271,5,3,pre-paid,active,30,1168,yes
1408,14,no,39,1,8820,117,130,30,3,pre-paid,active,30,877.48,yes
1409,8,no,40,0,13478,165,7,31,3,pre-paid,active,30,573.72,yes
1410,8,no,40,0,4220,79,7,12,3,pre-paid,active,30,199.96,yes
1411,7,no,40,1,5623,91,7,17,3,pre-paid,active,30,256.56,yes
1412,10,no,40,0,1943,50,7,4,3,pre-paid,not-active,30,107.72,yes
1413,26,no,40,2,14845,221,40,19,3,pre-paid,active,30,762.64,yes
1414,5,no,40,1,2800,23,469,9,3,pre-paid,active,30,1988.92,yes
1415,10,no,39,0,15190,178,136,17,2,pre-paid,active,25,1303.56,yes
1416,5,no,39,0,6205,82,172,13,3,pre-paid,active,30,939.48,yes
1417,5,no,39,0,580,10,7,2,2,pre-paid,not-active,25,58.05,yes
1418,5,no,40,0,415,10,7,2,3,pre-paid,not-active,30,45,yes
1419,5,no,39,0,305,6,7,2,2,pre-paid,not-active,25,45.495,no
1420,5,no,39,0,7213,123,370,30,3,pre-paid,active,30,1773.44,yes
1421,8,no,39,0,11170,150,7,34,4,pre-paid,active,45,300.5,yes
1422,9,no,39,0,6423,71,94,24,2,pre-paid,active,25,715.23,yes
1423,24,no,35,0,660,43,7,4,3,pre-paid,not-active,30,56.12,no
1424,22,no,38,7,10140,89,7,29,5,pre-paid,active,55,163.935,yes
1425,14,no,38,0,5523,94,12,11,2,pre-paid,active,25,306.765,no
1426,5,no,36,1,2545,18,7,6,3,pre-paid,active,30,130.52,yes
1427,10,no,37,0,2695,37,7,3,3,pre-paid,not-active,30,137.28,no
1428,10,no,38,0,1973,40,20,18,3,pre-paid,not-active,30,160.52,no
1429,5,yes,38,0,305,6,7,2,3,pre-paid,not-active,30,40.44,no
1430,5,no,38,1,1373,21,7,2,4,pre-paid,active,45,52.35,yes
1431,5,no,35,0,6490,93,7,9,5,pre-paid,active,55,109.245,yes
1432,5,no,38,0,305,6,7,2,4,pre-paid,not-active,45,25.275,no
1433,5,no,38,0,305,6,7,2,5,pre-paid,active,55,15.165,yes
1434,26,no,33,2,15780,234,7,67,2,pre-paid,active,25,752.13,yes
1435,7,no,36,2,6670,112,257,20,3,post-paid,active,30,1299.28,yes
1436,5,no,38,0,3423,78,7,15,3,pre-paid,active,30,168.04,yes
1437,5,no,37,0,1370,40,24,7,3,pre-paid,not-active,30,152.4,yes
1438,7,no,38,0,2485,49,161,10,2,pre-paid,active,25,838.53,yes
1439,5,no,29,1,1020,32,179,2,3,post-paid,active,30,758.08,yes
1440,5,no,28,0,1273,35,16,55,4,pre-paid,active,45,72.7,yes
1441,12,no,29,0,405,21,7,2,3,pre-paid,not-active,30,45.04,yes
1442,5,no,28,0,305,6,7,2,4,pre-paid,not-active,45,25.275,yes
1443,11,no,27,1,930,28,7,2,2,pre-paid,active,25,74.61,yes
1444,5,no,27,0,2930,57,7,10,3,pre-paid,active,30,147.48,yes
1445,5,no,20,1,1400,22,14,2,2,pre-paid,active,25,126.99,yes
1446,17,no,19,0,6098,137,71,29,2,post-paid,active,25,600.075,yes
1447,13,no,17,0,8638,167,59,27,5,pre-paid,active,55,220.575,yes
1448,9,no,18,2,2558,41,17,6,3,pre-paid,active,30,171.96,yes
1449,5,no,11,1,4095,36,201,25,3,pre-paid,active,30,969.24,yes
1450,5,yes,11,1,1193,15,7,2,3,pre-paid,active,30,76.32,no
1451,13,no,41,2,4790,83,44,23,3,pre-paid,active,30,370.92,yes
1452,5,no,42,0,738,17,46,10,3,pre-paid,not-active,30,214.2,yes
1453,15,no,40,2,2873,72,398,30,3,pre-paid,active,30,1709.8,yes
1454,15,no,41,2,4618,78,40,41,1,pre-paid,active,15,478.28,yes
1455,8,no,41,2,2813,70,41,39,2,pre-paid,active,25,314.235,yes
1456,16,no,41,3,4195,94,71,34,3,pre-paid,active,30,455.56,yes
1457,9,no,41,2,2780,51,324,24,4,pre-paid,active,45,880.775,yes
1458,18,no,40,4,9535,133,183,49,3,pre-paid,active,30,1118.72,yes
1459,12,no,41,2,14193,181,39,50,3,pre-paid,active,30,730.96,yes
1460,12,no,41,3,4935,95,41,31,4,pre-paid,active,45,228.25,yes
1461,11,no,41,2,6338,107,46,18,3,pre-paid,active,30,441.8,yes
1462,14,yes,41,0,2658,66,47,23,4,pre-paid,not-active,45,185.6,yes
1463,30,no,41,5,15560,237,93,38,3,pre-paid,active,30,1003.88,yes
1464,9,no,41,3,3515,39,522,14,4,pre-paid,active,45,1393.85,yes
1465,14,no,40,2,15905,194,189,36,3,pre-paid,active,30,1399.96,yes
